Data point,Step,Step time,Voltage,Current,Power,Temperature,Capacity,Energy,Total time,End status
1480,7,01:45:20,2.7085,7.492,20.3,27.5,13150.49,41.5768394,04:06:36,0
1481,7,01:45:30,2.6932,7.492,20.2,27.5,13171.73,41.6341782,04:06:46,0
1482,7,01:45:40,2.6772,7.492,20.1,27.6,13191.71,41.6878471,04:06:56,0
1483,7,01:45:50,2.6605,7.492,19.9,27.6,13213.36,41.7456131,04:07:06,0
1484,7,01:46:00,2.6429,7.492,19.8,27.6,13233.35,41.7985878,04:07:16,0
1485,7,01:46:10,2.6242,7.492,19.7,27.6,13254.58,41.8544846,04:07:26,0
1486,7,01:46:20,2.6042,7.492,19.5,27.6,13274.57,41.9067001,04:07:36,0
1487,7,01:46:30,2.5794,7.492,19.3,27.7,13295.82,41.9617577,04:07:46,0
1488,7,01:46:40,2.5557,7.492,19.1,27.7,13317.46,42.0173302,04:07:56,0
1489,7,01:46:50,2.5301,7.492,19,27.7,13337.45,42.0681381,04:08:06,0
1490,7,01:47:00,2.5026,7.492,18.7,27.7,13358.68,42.121563,04:08:16,0
1491,7,01:47:01,2.4985,7.492,18.7,27.7,13361.6,42.128849,04:08:17,EV
1492,8,00:00:10,2.6466,0,0,27.8,0,0,04:08:27,0
1493,8,00:00:20,2.668,0,0,27.8,0,0,04:08:37,0
1494,8,00:00:30,2.6817,0,0,27.8,0,0,04:08:47,0
1495,8,00:00:40,2.6915,0,0,27.7,0,0,04:08:57,0
1496,8,00:00:50,2.6989,0,0,27.7,0,0,04:09:07,0
1497,8,00:01:00,2.7047,0,0,27.7,0,0,04:09:17,0
1498,8,00:01:10,2.7099,0,0,27.7,0,0,04:09:27,0
1499,8,00:01:20,2.7132,0,0,27.7,0,0,04:09:37,0
1500,8,00:01:30,2.7168,0,0,27.7,0,0,04:09:47,0
1501,8,00:01:40,2.7196,0,0,27.7,0,0,04:09:57,0
1502,8,00:01:50,2.722,0,0,27.6,0,0,04:10:07,0
1503,8,00:02:00,2.7241,0,0,27.6,0,0,04:10:17,0
1504,8,00:02:10,2.7261,0,0,27.6,0,0,04:10:27,0
1505,8,00:02:20,2.7278,0,0,27.5,0,0,04:10:37,0
1506,8,00:02:30,2.7295,0,0,27.5,0,0,04:10:47,0
1507,8,00:02:40,2.7309,0,0,27.5,0,0,04:10:57,0
1508,8,00:02:50,2.7322,0,0,27.5,0,0,04:11:07,0
1509,8,00:03:00,2.7334,0,0,27.4,0,0,04:11:17,0
1510,8,00:03:10,2.7346,0,0,27.4,0,0,04:11:27,0
1511,8,00:03:20,2.7357,0,0,27.4,0,0,04:11:37,0
1512,8,00:03:30,2.7367,0,0,27.4,0,0,04:11:47,0
1513,8,00:03:40,2.7376,0,0,27.3,0,0,04:11:57,0
1514,8,00:03:50,2.7386,0,0,27.3,0,0,04:12:07,0
1515,8,00:04:00,2.7395,0,0,27.3,0,0,04:12:17,0
1516,8,00:04:10,2.7402,0,0,27.3,0,0,04:12:27,0
1517,8,00:04:20,2.741,0,0,27.3,0,0,04:12:37,0
1518,8,00:04:30,2.7417,0,0,27.2,0,0,04:12:47,0
1519,8,00:04:40,2.7424,0,0,27.2,0,0,04:12:57,0
1520,8,00:04:50,2.7433,0,0,27.2,0,0,04:13:07,0
1521,8,00:05:00,2.7439,0,0,27.2,0,0,04:13:17,0
1522,8,00:05:10,2.7446,0,0,27.1,0,0,04:13:27,0
1523,8,00:05:20,2.7452,0,0,27.1,0,0,04:13:37,0
1524,8,00:05:30,2.7458,0,0,27.1,0,0,04:13:47,0
1525,8,00:05:40,2.7464,0,0,27.1,0,0,04:13:57,0
1526,8,00:05:50,2.7469,0,0,27,0,0,04:14:07,0
1527,8,00:06:00,2.7475,0,0,27,0,0,04:14:17,0
1528,8,00:06:10,2.748,0,0,27,0,0,04:14:27,0
1529,8,00:06:20,2.7486,0,0,27,0,0,04:14:37,0
1530,8,00:06:30,2.7491,0,0,26.9,0,0,04:14:47,0
1531,8,00:06:40,2.7496,0,0,26.9,0,0,04:14:57,0
1532,8,00:06:50,2.75,0,0,26.9,0,0,04:15:07,0
1533,8,00:07:00,2.7505,0,0,26.9,0,0,04:15:17,0
1534,8,00:07:10,2.751,0,0,26.9,0,0,04:15:27,0
1535,8,00:07:20,2.7516,0,0,26.8,0,0,04:15:37,0
1536,8,00:07:30,2.752,0,0,26.8,0,0,04:15:47,0
1537,8,00:07:40,2.7524,0,0,26.8,0,0,04:15:57,0
1538,8,00:07:50,2.7529,0,0,26.8,0,0,04:16:07,0
1539,8,00:08:00,2.7533,0,0,26.8,0,0,04:16:17,0
1540,8,00:08:10,2.7537,0,0,26.7,0,0,04:16:27,0
1541,8,00:08:20,2.7541,0,0,26.7,0,0,04:16:37,0
1542,8,00:08:30,2.7546,0,0,26.7,0,0,04:16:47,0
1543,8,00:08:40,2.755,0,0,26.7,0,0,04:16:57,0
1544,8,00:08:50,2.7553,0,0,26.6,0,0,04:17:07,0
1545,8,00:09:00,2.7557,0,0,26.6,0,0,04:17:17,0
1546,8,00:09:10,2.7561,0,0,26.6,0,0,04:17:27,0
1547,8,00:09:20,2.7564,0,0,26.6,0,0,04:17:37,0
1548,8,00:09:30,2.7568,0,0,26.6,0,0,04:17:47,0
1549,8,00:09:40,2.7572,0,0,26.5,0,0,04:17:57,0
1550,8,00:09:50,2.7576,0,0,26.5,0,0,04:18:07,0
1551,8,00:10:00,2.7579,0,0,26.5,0,0,04:18:17,0
1552,8,00:10:10,2.7583,0,0,26.5,0,0,04:18:27,0
1553,8,00:10:20,2.7586,0,0,26.5,0,0,04:18:37,0
1554,8,00:10:30,2.759,0,0,26.5,0,0,04:18:47,0
1555,8,00:10:40,2.7593,0,0,26.4,0,0,04:18:57,0
1556,8,00:10:50,2.7597,0,0,26.4,0,0,04:19:07,0
1557,8,00:11:00,2.7601,0,0,26.4,0,0,04:19:17,0
1558,8,00:11:10,2.7604,0,0,26.4,0,0,04:19:27,0
1559,8,00:11:20,2.7607,0,0,26.3,0,0,04:19:37,0
1560,8,00:11:30,2.761,0,0,26.3,0,0,04:19:47,0
1561,8,00:11:40,2.7613,0,0,26.3,0,0,04:19:57,0
1562,8,00:11:50,2.7616,0,0,26.3,0,0,04:20:07,0
1563,8,00:12:00,2.7619,0,0,26.2,0,0,04:20:17,0
1564,8,00:12:10,2.7622,0,0,26.2,0,0,04:20:27,0
1565,8,00:12:20,2.7625,0,0,26.2,0,0,04:20:37,0
1566,8,00:12:30,2.7628,0,0,26.2,0,0,04:20:47,0
1567,8,00:12:40,2.7631,0,0,26.2,0,0,04:20:57,0
1568,8,00:12:50,2.7634,0,0,26.2,0,0,04:21:07,0
1569,8,00:13:00,2.7637,0,0,26.1,0,0,04:21:17,0
1570,8,00:13:10,2.764,0,0,26.1,0,0,04:21:27,0
1571,8,00:13:20,2.7643,0,0,26.1,0,0,04:21:37,0
1572,8,00:13:30,2.7646,0,0,26.1,0,0,04:21:47,0
1573,8,00:13:40,2.7649,0,0,26.1,0,0,04:21:57,0
1574,8,00:13:50,2.7651,0,0,26,0,0,04:22:07,0
1575,8,00:14:00,2.7654,0,0,26,0,0,04:22:17,0
1576,8,00:14:10,2.7657,0,0,26,0,0,04:22:27,0
1577,8,00:14:20,2.7659,0,0,26,0,0,04:22:37,0
1578,8,00:14:30,2.7663,0,0,26,0,0,04:22:47,0
1579,8,00:14:40,2.7665,0,0,26,0,0,04:22:57,0
1580,8,00:14:50,2.7668,0,0,25.9,0,0,04:23:07,0
1581,8,00:15:00,2.767,0,0,25.9,0,0,04:23:17,0
1582,8,00:15:10,2.7673,0,0,25.9,0,0,04:23:27,0
1583,8,00:15:20,2.7675,0,0,25.9,0,0,04:23:37,0
1584,8,00:15:30,2.7678,0,0,25.9,0,0,04:23:47,0
1585,8,00:15:40,2.7681,0,0,25.9,0,0,04:23:57,0
1586,8,00:15:50,2.7684,0,0,25.8,0,0,04:24:07,0
1587,8,00:16:00,2.7686,0,0,25.8,0,0,04:24:17,0
1588,8,00:16:10,2.7689,0,0,25.8,0,0,04:24:27,0
1589,8,00:16:20,2.7691,0,0,25.8,0,0,04:24:37,0
1590,8,00:16:30,2.7694,0,0,25.8,0,0,04:24:47,0
1591,8,00:16:40,2.7696,0,0,25.7,0,0,04:24:57,0
1592,8,00:16:50,2.7699,0,0,25.7,0,0,04:25:07,0
1593,8,00:17:00,2.7701,0,0,25.7,0,0,04:25:17,0
1594,8,00:17:10,2.7704,0,0,25.7,0,0,04:25:27,0
1595,8,00:17:20,2.7706,0,0,25.7,0,0,04:25:37,0
1596,8,00:17:30,2.7708,0,0,25.7,0,0,04:25:47,0
1597,8,00:17:40,2.7711,0,0,25.7,0,0,04:25:57,0
1598,8,00:17:50,2.7713,0,0,25.7,0,0,04:26:07,0
1599,8,00:18:00,2.7715,0,0,25.6,0,0,04:26:17,0
1600,8,00:18:10,2.7718,0,0,25.6,0,0,04:26:27,0
1601,8,00:18:20,2.772,0,0,25.6,0,0,04:26:37,0
1602,8,00:18:30,2.7722,0,0,25.6,0,0,04:26:47,0
1603,8,00:18:40,2.7724,0,0,25.6,0,0,04:26:57,0
1604,8,00:18:50,2.7726,0,0,25.6,0,0,04:27:07,0
1605,8,00:19:00,2.7728,0,0,25.5,0,0,04:27:17,0
1606,8,00:19:10,2.7731,0,0,25.5,0,0,04:27:27,0
1607,8,00:19:20,2.7733,0,0,25.5,0,0,04:27:37,0
1608,8,00:19:30,2.7735,0,0,25.5,0,0,04:27:47,0
1609,8,00:19:40,2.7737,0,0,25.5,0,0,04:27:57,0
1610,8,00:19:50,2.7739,0,0,25.5,0,0,04:28:07,0
1611,8,00:20:00,2.7742,0,0,25.5,0,0,04:28:17,0
1612,8,00:20:10,2.7744,0,0,25.4,0,0,04:28:27,0
1613,8,00:20:20,2.7746,0,0,25.4,0,0,04:28:37,0
1614,8,00:20:30,2.7748,0,0,25.4,0,0,04:28:47,0
1615,8,00:20:40,2.775,0,0,25.4,0,0,04:28:57,0
1616,8,00:20:50,2.7752,0,0,25.4,0,0,04:29:07,0
1617,8,00:21:00,2.7754,0,0,25.4,0,0,04:29:17,0
1618,8,00:21:10,2.7756,0,0,25.4,0,0,04:29:27,0
1619,8,00:21:20,2.7758,0,0,25.4,0,0,04:29:37,0
1620,8,00:21:30,2.776,0,0,25.3,0,0,04:29:47,0
1621,8,00:21:40,2.7763,0,0,25.3,0,0,04:29:57,0
1622,8,00:21:50,2.7764,0,0,25.3,0,0,04:30:07,0
1623,8,00:22:00,2.7768,0,0,25.3,0,0,04:30:17,0
1624,8,00:22:10,2.7769,0,0,25.3,0,0,04:30:27,0
1625,8,00:22:20,2.7771,0,0,25.3,0,0,04:30:37,0
1626,8,00:22:30,2.7773,0,0,25.3,0,0,04:30:47,0
1627,8,00:22:40,2.7775,0,0,25.3,0,0,04:30:57,0
1628,8,00:22:50,2.7777,0,0,25.2,0,0,04:31:07,0
1629,8,00:23:00,2.7779,0,0,25.2,0,0,04:31:17,0
1630,8,00:23:10,2.7781,0,0,25.2,0,0,04:31:27,0
1631,8,00:23:20,2.7783,0,0,25.2,0,0,04:31:37,0
1632,8,00:23:30,2.7785,0,0,25.2,0,0,04:31:47,0
1633,8,00:23:40,2.7787,0,0,25.2,0,0,04:31:57,0
1634,8,00:23:50,2.7789,0,0,25.2,0,0,04:32:07,0
1635,8,00:24:00,2.7791,0,0,25.2,0,0,04:32:17,0
1636,8,00:24:10,2.7793,0,0,25.2,0,0,04:32:27,0
1637,8,00:24:20,2.7794,0,0,25.2,0,0,04:32:37,0
1638,8,00:24:30,2.7796,0,0,25.1,0,0,04:32:47,0
1639,8,00:24:40,2.7798,0,0,25.1,0,0,04:32:57,0
1640,8,00:24:50,2.78,0,0,25.1,0,0,04:33:07,0
1641,8,00:25:00,2.7802,0,0,25.1,0,0,04:33:17,0
1642,8,00:25:10,2.7804,0,0,25.1,0,0,04:33:27,0
1643,8,00:25:20,2.7806,0,0,25.1,0,0,04:33:37,0
1644,8,00:25:30,2.7807,0,0,25.1,0,0,04:33:47,0
1645,8,00:25:40,2.7809,0,0,25.1,0,0,04:33:57,0
1646,8,00:25:50,2.7811,0,0,25.1,0,0,04:34:07,0
1647,8,00:26:00,2.7813,0,0,25,0,0,04:34:17,0
1648,8,00:26:10,2.7814,0,0,25,0,0,04:34:27,0
1649,8,00:26:20,2.7816,0,0,25,0,0,04:34:37,0
1650,8,00:26:30,2.7818,0,0,25,0,0,04:34:47,0
1651,8,00:26:40,2.782,0,0,25,0,0,04:34:57,0
1652,8,00:26:50,2.7822,0,0,25,0,0,04:35:07,0
1653,8,00:27:00,2.7823,0,0,25,0,0,04:35:17,0
1654,8,00:27:10,2.7825,0,0,25,0,0,04:35:27,0
1655,8,00:27:20,2.7827,0,0,25,0,0,04:35:37,0
1656,8,00:27:30,2.7829,0,0,24.9,0,0,04:35:47,0
1657,8,00:27:40,2.783,0,0,24.9,0,0,04:35:57,0
1658,8,00:27:50,2.7832,0,0,24.9,0,0,04:36:07,0
1659,8,00:28:00,2.7834,0,0,24.9,0,0,04:36:17,0
1660,8,00:28:10,2.7835,0,0,24.9,0,0,04:36:27,0
1661,8,00:28:20,2.7837,0,0,24.9,0,0,04:36:37,0
1662,8,00:28:30,2.7839,0,0,24.9,0,0,04:36:47,0
1663,8,00:28:40,2.784,0,0,24.9,0,0,04:36:57,0
1664,8,00:28:50,2.7842,0,0,24.9,0,0,04:37:07,0
1665,8,00:29:00,2.7844,0,0,24.9,0,0,04:37:17,0
1666,8,00:29:10,2.7845,0,0,24.9,0,0,04:37:27,0
1667,8,00:29:20,2.7847,0,0,24.8,0,0,04:37:37,0
1668,8,00:29:30,2.7849,0,0,24.8,0,0,04:37:47,0
1669,8,00:29:40,2.7851,0,0,24.8,0,0,04:37:57,0
1670,8,00:29:50,2.7853,0,0,24.8,0,0,04:38:07,0
1671,8,00:30:00,2.7854,0,0,24.8,0,0,04:38:17,0
1672,8,00:30:10,2.7856,0,0,24.8,0,0,04:38:27,0
1673,8,00:30:20,2.7858,0,0,24.8,0,0,04:38:37,0
1674,8,00:30:30,2.786,0,0,24.8,0,0,04:38:47,0
1675,8,00:30:40,2.7861,0,0,24.8,0,0,04:38:57,0
1676,8,00:30:50,2.7863,0,0,24.8,0,0,04:39:07,0
1677,8,00:31:00,2.7864,0,0,24.7,0,0,04:39:17,0
1678,8,00:31:10,2.7866,0,0,24.7,0,0,04:39:27,0
1679,8,00:31:20,2.7867,0,0,24.7,0,0,04:39:37,0
1680,8,00:31:30,2.7869,0,0,24.7,0,0,04:39:47,0
1681,8,00:31:40,2.7871,0,0,24.7,0,0,04:39:57,0
1682,8,00:31:50,2.7872,0,0,24.7,0,0,04:40:07,0
1683,8,00:32:00,2.7874,0,0,24.7,0,0,04:40:17,0
1684,8,00:32:10,2.7875,0,0,24.7,0,0,04:40:27,0
1685,8,00:32:20,2.7877,0,0,24.7,0,0,04:40:37,0
1686,8,00:32:30,2.7878,0,0,24.6,0,0,04:40:47,0
1687,8,00:32:40,2.788,0,0,24.6,0,0,04:40:57,0
1688,8,00:32:50,2.7881,0,0,24.6,0,0,04:41:07,0
1689,8,00:33:00,2.7883,0,0,24.6,0,0,04:41:17,0
1690,8,00:33:10,2.7884,0,0,24.6,0,0,04:41:27,0
1691,8,00:33:20,2.7886,0,0,24.6,0,0,04:41:37,0
1692,8,00:33:30,2.7887,0,0,24.6,0,0,04:41:47,0
1693,8,00:33:40,2.7889,0,0,24.6,0,0,04:41:57,0
1694,8,00:33:50,2.7891,0,0,24.6,0,0,04:42:07,0
1695,8,00:34:00,2.7892,0,0,24.6,0,0,04:42:17,0
1696,8,00:34:10,2.7893,0,0,24.6,0,0,04:42:27,0
1697,8,00:34:20,2.7895,0,0,24.6,0,0,04:42:37,0
1698,8,00:34:30,2.7896,0,0,24.6,0,0,04:42:47,0
1699,8,00:34:40,2.7898,0,0,24.6,0,0,04:42:57,0
1700,8,00:34:50,2.7899,0,0,24.5,0,0,04:43:07,0
1701,8,00:35:00,2.7901,0,0,24.5,0,0,04:43:17,0
1702,8,00:35:10,2.7903,0,0,24.5,0,0,04:43:27,0
1703,8,00:35:20,2.7904,0,0,24.5,0,0,04:43:37,0
1704,8,00:35:30,2.7905,0,0,24.5,0,0,04:43:47,0
1705,8,00:35:40,2.7907,0,0,24.5,0,0,04:43:57,0
1706,8,00:35:50,2.7908,0,0,24.5,0,0,04:44:07,0
1707,8,00:36:00,2.7909,0,0,24.5,0,0,04:44:17,0
1708,8,00:36:10,2.7911,0,0,24.5,0,0,04:44:27,0
1709,8,00:36:20,2.7913,0,0,24.5,0,0,04:44:37,0
1710,8,00:36:30,2.7914,0,0,24.5,0,0,04:44:47,0
1711,8,00:36:40,2.7915,0,0,24.5,0,0,04:44:57,0
1712,8,00:36:50,2.7917,0,0,24.5,0,0,04:45:07,0
1713,8,00:37:00,2.7918,0,0,24.4,0,0,04:45:17,0
1714,8,00:37:10,2.792,0,0,24.4,0,0,04:45:27,0
1715,8,00:37:20,2.7921,0,0,24.4,0,0,04:45:37,0
1716,8,00:37:30,2.7922,0,0,24.4,0,0,04:45:47,0
1717,8,00:37:40,2.7924,0,0,24.4,0,0,04:45:57,0
1718,8,00:37:50,2.7925,0,0,24.4,0,0,04:46:07,0
1719,8,00:38:00,2.7927,0,0,24.4,0,0,04:46:17,0
1720,8,00:38:10,2.7928,0,0,24.4,0,0,04:46:27,0
1721,8,00:38:20,2.7929,0,0,24.4,0,0,04:46:37,0
1722,8,00:38:30,2.7931,0,0,24.4,0,0,04:46:47,0
1723,8,00:38:40,2.7932,0,0,24.4,0,0,04:46:57,0
1724,8,00:38:50,2.7934,0,0,24.4,0,0,04:47:07,0
1725,8,00:39:00,2.7936,0,0,24.4,0,0,04:47:17,0
1726,8,00:39:10,2.7937,0,0,24.4,0,0,04:47:27,0
1727,8,00:39:20,2.7939,0,0,24.3,0,0,04:47:37,0
1728,8,00:39:30,2.794,0,0,24.3,0,0,04:47:47,0
1729,8,00:39:40,2.7941,0,0,24.3,0,0,04:47:57,0
1730,8,00:39:50,2.7943,0,0,24.3,0,0,04:48:07,0
1731,8,00:40:00,2.7944,0,0,24.3,0,0,04:48:17,0
1732,8,00:40:10,2.7946,0,0,24.3,0,0,04:48:27,0
1733,8,00:40:20,2.7947,0,0,24.3,0,0,04:48:37,0
1734,8,00:40:30,2.7948,0,0,24.3,0,0,04:48:47,0
1735,8,00:40:40,2.795,0,0,24.3,0,0,04:48:57,0
1736,8,00:40:50,2.7951,0,0,24.3,0,0,04:49:07,0
1737,8,00:41:00,2.7952,0,0,24.3,0,0,04:49:17,0
1738,8,00:41:10,2.7953,0,0,24.3,0,0,04:49:27,0
1739,8,00:41:20,2.7955,0,0,24.3,0,0,04:49:37,0
1740,8,00:41:30,2.7956,0,0,24.3,0,0,04:49:47,0
1741,8,00:41:40,2.7957,0,0,24.3,0,0,04:49:57,0
1742,8,00:41:50,2.7959,0,0,24.2,0,0,04:50:07,0
1743,8,00:42:00,2.796,0,0,24.2,0,0,04:50:17,0
1744,8,00:42:10,2.7961,0,0,24.2,0,0,04:50:27,0
1745,8,00:42:20,2.7962,0,0,24.2,0,0,04:50:37,0
1746,8,00:42:30,2.7964,0,0,24.2,0,0,04:50:47,0
1747,8,00:42:40,2.7965,0,0,24.2,0,0,04:50:57,0
1748,8,00:42:50,2.7966,0,0,24.2,0,0,04:51:07,0
1749,8,00:43:00,2.7968,0,0,24.2,0,0,04:51:17,0
1750,8,00:43:10,2.7969,0,0,24.2,0,0,04:51:27,0
1751,8,00:43:20,2.797,0,0,24.2,0,0,04:51:37,0
1752,8,00:43:30,2.7971,0,0,24.2,0,0,04:51:47,0
1753,8,00:43:40,2.7973,0,0,24.2,0,0,04:51:57,0
1754,8,00:43:50,2.7974,0,0,24.2,0,0,04:52:07,0
1755,8,00:44:00,2.7975,0,0,24.2,0,0,04:52:17,0
1756,8,00:44:10,2.7976,0,0,24.2,0,0,04:52:27,0
1757,8,00:44:20,2.7978,0,0,24.2,0,0,04:52:37,0
1758,8,00:44:30,2.7979,0,0,24.2,0,0,04:52:47,0
1759,8,00:44:40,2.798,0,0,24.2,0,0,04:52:57,0
1760,8,00:44:50,2.7982,0,0,24.2,0,0,04:53:07,0
1761,8,00:45:00,2.7983,0,0,24.2,0,0,04:53:17,0
1762,8,00:45:10,2.7984,0,0,24.2,0,0,04:53:27,0
1763,8,00:45:20,2.7985,0,0,24.1,0,0,04:53:37,0
1764,8,00:45:30,2.7986,0,0,24.1,0,0,04:53:47,0
1765,8,00:45:40,2.7988,0,0,24.1,0,0,04:53:57,0
1766,8,00:45:50,2.7989,0,0,24.1,0,0,04:54:07,0
1767,8,00:46:00,2.799,0,0,24.1,0,0,04:54:17,0
1768,8,00:46:10,2.7991,0,0,24.1,0,0,04:54:27,0
1769,8,00:46:20,2.7993,0,0,24.1,0,0,04:54:37,0
1770,8,00:46:30,2.7994,0,0,24.1,0,0,04:54:47,0
1771,8,00:46:40,2.7995,0,0,24.1,0,0,04:54:57,0
1772,8,00:46:50,2.7996,0,0,24.1,0,0,04:55:07,0
1773,8,00:47:00,2.7998,0,0,24.1,0,0,04:55:17,0
1774,8,00:47:10,2.7999,0,0,24.1,0,0,04:55:27,0
1775,8,00:47:20,2.8,0,0,24.1,0,0,04:55:37,0
1776,8,00:47:30,2.8001,0,0,24.1,0,0,04:55:47,0
1777,8,00:47:40,2.8002,0,0,24.1,0,0,04:55:57,0
1778,8,00:47:50,2.8003,0,0,24.1,0,0,04:56:07,0
1779,8,00:48:00,2.8005,0,0,24.1,0,0,04:56:17,0
1780,8,00:48:10,2.8006,0,0,24.1,0,0,04:56:27,0
1781,8,00:48:20,2.8007,0,0,24.1,0,0,04:56:37,0
1782,8,00:48:30,2.8008,0,0,24.1,0,0,04:56:47,0
1783,8,00:48:40,2.8009,0,0,24,0,0,04:56:57,0
1784,8,00:48:50,2.8011,0,0,24,0,0,04:57:07,0
1785,8,00:49:00,2.8012,0,0,24,0,0,04:57:17,0
1786,8,00:49:10,2.8013,0,0,24,0,0,04:57:27,0
1787,8,00:49:20,2.8014,0,0,24,0,0,04:57:37,0
1788,8,00:49:30,2.8015,0,0,24,0,0,04:57:47,0
1789,8,00:49:40,2.8017,0,0,24,0,0,04:57:57,0
1790,8,00:49:50,2.8018,0,0,24,0,0,04:58:07,0
1791,8,00:50:00,2.8019,0,0,24,0,0,04:58:17,0
1792,8,00:50:10,2.8021,0,0,24,0,0,04:58:27,0
1793,8,00:50:20,2.8022,0,0,24,0,0,04:58:37,0
1794,8,00:50:30,2.8023,0,0,24,0,0,04:58:47,0
1795,8,00:50:40,2.8025,0,0,24,0,0,04:58:57,0
1796,8,00:50:50,2.8026,0,0,24,0,0,04:59:07,0
1797,8,00:51:00,2.8027,0,0,24,0,0,04:59:17,0
1798,8,00:51:10,2.8028,0,0,24,0,0,04:59:27,0
1799,8,00:51:20,2.8029,0,0,24,0,0,04:59:37,0
1800,8,00:51:30,2.803,0,0,24,0,0,04:59:47,0
1801,8,00:51:40,2.8032,0,0,24,0,0,04:59:57,0
1802,8,00:51:50,2.8033,0,0,24,0,0,05:00:07,0
1803,8,00:52:00,2.8034,0,0,24,0,0,05:00:17,0
1804,8,00:52:10,2.8035,0,0,24,0,0,05:00:27,0
1805,8,00:52:20,2.8036,0,0,24,0,0,05:00:37,0
1806,8,00:52:30,2.8037,0,0,24,0,0,05:00:47,0
1807,8,00:52:40,2.8038,0,0,23.9,0,0,05:00:57,0
1808,8,00:52:50,2.8039,0,0,23.9,0,0,05:01:07,0
1809,8,00:53:00,2.804,0,0,23.9,0,0,05:01:17,0
1810,8,00:53:10,2.8042,0,0,23.9,0,0,05:01:27,0
1811,8,00:53:20,2.8043,0,0,23.9,0,0,05:01:37,0
1812,8,00:53:30,2.8044,0,0,23.9,0,0,05:01:47,0
1813,8,00:53:40,2.8045,0,0,23.9,0,0,05:01:57,0
1814,8,00:53:50,2.8046,0,0,23.9,0,0,05:02:07,0
1815,8,00:54:00,2.8047,0,0,23.9,0,0,05:02:17,0
1816,8,00:54:10,2.8048,0,0,23.9,0,0,05:02:27,0
1817,8,00:54:20,2.8049,0,0,23.9,0,0,05:02:37,0
1818,8,00:54:30,2.8051,0,0,23.9,0,0,05:02:47,0
1819,8,00:54:40,2.8051,0,0,23.9,0,0,05:02:57,0
1820,8,00:54:50,2.8053,0,0,23.9,0,0,05:03:07,0
1821,8,00:55:00,2.8054,0,0,23.9,0,0,05:03:17,0
1822,8,00:55:10,2.8055,0,0,23.9,0,0,05:03:27,0
1823,8,00:55:20,2.8056,0,0,23.9,0,0,05:03:37,0
1824,8,00:55:30,2.8057,0,0,23.9,0,0,05:03:47,0
1825,8,00:55:40,2.8058,0,0,23.9,0,0,05:03:57,0
1826,8,00:55:50,2.8059,0,0,23.9,0,0,05:04:07,0
1827,8,00:56:00,2.806,0,0,23.9,0,0,05:04:17,0
1828,8,00:56:10,2.8061,0,0,23.9,0,0,05:04:27,0
1829,8,00:56:20,2.8062,0,0,23.9,0,0,05:04:37,0
1830,8,00:56:30,2.8063,0,0,23.9,0,0,05:04:47,0
1831,8,00:56:40,2.8064,0,0,23.9,0,0,05:04:57,0
1832,8,00:56:50,2.8066,0,0,23.9,0,0,05:05:07,0
1833,8,00:57:00,2.8067,0,0,23.9,0,0,05:05:17,0
1834,8,00:57:10,2.8068,0,0,23.9,0,0,05:05:27,0
1835,8,00:57:20,2.8069,0,0,23.9,0,0,05:05:37,0
1836,8,00:57:30,2.807,0,0,23.9,0,0,05:05:47,0
1837,8,00:57:40,2.8071,0,0,23.9,0,0,05:05:57,0
1838,8,00:57:50,2.8072,0,0,23.9,0,0,05:06:07,0
1839,8,00:58:00,2.8073,0,0,23.9,0,0,05:06:17,0
1840,8,00:58:10,2.8074,0,0,23.9,0,0,05:06:27,0
1841,8,00:58:20,2.8075,0,0,23.9,0,0,05:06:37,0
1842,8,00:58:30,2.8076,0,0,23.9,0,0,05:06:47,0
1843,8,00:58:40,2.8077,0,0,23.9,0,0,05:06:57,0
1844,8,00:58:50,2.8078,0,0,23.9,0,0,05:07:07,0
1845,8,00:59:00,2.8079,0,0,23.8,0,0,05:07:17,0
1846,8,00:59:10,2.808,0,0,23.9,0,0,05:07:27,0
1847,8,00:59:20,2.8082,0,0,23.9,0,0,05:07:37,0
1848,8,00:59:30,2.8083,0,0,23.9,0,0,05:07:47,0
1849,8,00:59:40,2.8084,0,0,23.9,0,0,05:07:57,0
1850,8,00:59:50,2.8085,0,0,23.8,0,0,05:08:07,0
1851,8,01:00:00,2.8086,0,0,23.8,0,0,05:08:17,Time
1852,9,00:00:10,2.9153,7.493,21.8,23.8,20.77,0.0601584,05:08:27,0
1853,9,00:00:20,2.9398,7.493,22,23.8,40.76,0.1186749,05:08:37,0
1854,9,00:00:30,2.9603,7.493,22.2,23.8,62.41,0.1825561,05:08:47,0
1855,9,00:00:40,2.9786,7.493,22.3,23.8,82.4,0.2419116,05:08:57,0
1856,9,00:00:50,2.9952,7.493,22.4,23.8,103.64,0.3053585,05:09:07,0
1857,9,00:01:00,3.0106,7.493,22.6,23.8,123.62,0.3653983,05:09:17,0
1858,9,00:01:10,3.025,7.493,22.7,23.8,145.27,0.430744,05:09:27,0
1859,9,00:01:20,3.0385,7.493,22.8,23.8,165.67,0.4926069,05:09:37,0
1860,9,00:01:30,3.053,7.493,22.9,23.8,186.91,0.5572924,05:09:47,0
1861,9,00:01:40,3.0633,7.493,23,23.8,206.89,0.6184304,05:09:57,0
1862,9,00:01:50,3.0765,7.493,23.1,23.8,228.13,0.6836217,05:10:07,0
1863,9,00:02:00,3.0875,7.492,23.1,23.8,248.53,0.7464995,05:10:17,0
